Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,ssd Name,Price
SSD,WDS400T2X0E,WD,Black SN850X NVMe PCIe M.2 4TB,1,534.0,8674,https://ssd.userbenchmark.com/SpeedTest/1919648/WD-BLACK-SN850X-4000GB,WD Black SN850X NVMe PCIe M.2 4TB,309.99
SSD,WDS200T2X0E,WD,Black SN850X NVMe PCIe M.2 2TB,2,513.0,26880,https://ssd.userbenchmark.com/SpeedTest/1907297/WD-BLACK-SN850X-2000GB,WD Black SN850X NVMe PCIe M.2 2TB,264.99
SSD,MZ-V9P4T0B,Samsung,990 Pro NVMe PCIe M.2 4TB,3,491.0,2904,https://ssd.userbenchmark.com/SpeedTest/2205551/Samsung-SSD-990-PRO-4TB,Samsung 990 Pro NVMe PCIe M.2 4TB,321.03
SSD,WDS200T1X0E,WD,Black SN850 NVMe PCIe M.2 2TB,4,464.0,1131,https://ssd.userbenchmark.com/SpeedTest/1363185/WD-BLACK-SN850-2TB,WD Black SN850 NVMe PCIe M.2 2TB,189.98
SSD,MZ-V9P2T0B,Samsung,990 Pro NVMe PCIe M.2 2TB,5,460.0,45230,https://ssd.userbenchmark.com/SpeedTest/1961729/Samsung-SSD-990-PRO-2TB,Samsung 990 Pro NVMe PCIe M.2 2TB,169.00
SSD,SSDPED1D280GASX,Intel,900P Optane NVMe PCIe 280GB,6,440.0,3427,https://ssd.userbenchmark.com/SpeedTest/315555/INTEL-SSDPED1D280GA,Intel 900P Optane NVMe PCIe 280GB,372.92
SSD,SSDPE21D280GASX,Intel,900P Optane NVMe PCIe 280GB,6,440.0,3427,https://ssd.userbenchmark.com/SpeedTest/315555/INTEL-SSDPED1D280GA,Intel 900P Optane NVMe PCIe 280GB,372.92
SSD,CT2000P5PSSD8,Crucial,P5 Plus NVMe PCIe M.2 2TB,7,438.0,14975,https://ssd.userbenchmark.com/SpeedTest/1638983/CT2000P5PSSD8,Crucial P5 Plus NVMe PCIe M.2 2TB,124.99
SSD,WDS100T2X0E,WD,Black SN850X NVMe PCIe M.2 1TB,8,437.0,23469,https://ssd.userbenchmark.com/SpeedTest/1913746/WD-BLACK-SN850X-1000GB,WD Black SN850X NVMe PCIe M.2 1TB,100.24
SSD,SSDPED1D960GAX1,Intel,905P Optane NVMe PCIe 960GB,9,429.0,566,https://ssd.userbenchmark.com/SpeedTest/498903/INTEL-SSDPED1D960GAY,Intel 905P Optane NVMe PCIe 960GB,64.80
SSD,SSDPED1D480GASX,Intel,900P Optane NVMe PCIe 480GB,10,429.0,1995,https://ssd.userbenchmark.com/SpeedTest/375784/INTEL-SSDPED1D480GA,Intel 900P Optane NVMe PCIe 480GB,64.80
SSD,SSDPE21D480GASX,Intel,900P Optane NVMe PCIe 480GB,10,429.0,1995,https://ssd.userbenchmark.com/SpeedTest/375784/INTEL-SSDPED1D480GA,Intel 900P Optane NVMe PCIe 480GB,34.99
SSD,MZ-V8P2T0B,Samsung,980 Pro NVMe PCIe M.2 2TB,11,416.0,138083,https://ssd.userbenchmark.com/SpeedTest/1454302/Samsung-SSD-980-PRO-2TB,Samsung 980 Pro NVMe PCIe M.2 2TB,72.99
SSD,MZ-V9P1T0B,Samsung,990 Pro NVMe PCIe M.2 1TB,12,411.0,27484,https://ssd.userbenchmark.com/SpeedTest/1971110/Samsung-SSD-990-PRO-1TB,Samsung 990 Pro NVMe PCIe M.2 1TB,76.49
SSD,WDS100T1X0E,WD,Black SN850 NVMe PCIe M.2 1TB,13,395.0,14499,https://ssd.userbenchmark.com/SpeedTest/1348947/WD-BLACK-SN850-1TB,WD Black SN850 NVMe PCIe M.2 1TB,76.49
SSD,MZ-V8P1T0B,Samsung,980 Pro NVMe PCIe M.2 1TB,14,394.0,276089,https://ssd.userbenchmark.com/SpeedTest/1302577/Samsung-SSD-980-PRO-1TB,Samsung 980 Pro NVMe PCIe M.2 1TB,72.99
SSD,CT1000P5PSSD8,Crucial,P5 Plus NVMe PCIe M.2 1TB,15,385.0,27673,https://ssd.userbenchmark.com/SpeedTest/1627622/CT1000P5PSSD8,Crucial P5 Plus NVMe PCIe M.2 1TB,189.69
SSD,WDS500G1X0E,WD ,Black SN850 NVMe PCIe M.2 500GB,16,379.0,771,https://ssd.userbenchmark.com/SpeedTest/1366573/WD-BLACK-SN850-500GB,WD  Black SN850 NVMe PCIe M.2 500GB,66.70
SSD,GP-ASM2NE6200TTTD,Gigabyte,Aorus NVMe PCIe M.2 2TB,17,360.0,5089,https://ssd.userbenchmark.com/SpeedTest/844144/GIGABYTE-GP-ASM2NE6200TTTD,Gigabyte Aorus NVMe PCIe M.2 2TB,150.00
SSD,SB-ROCKET-NVMe4-2TB,Sabrent,Rocket 4 NVMe PCIe M.2 2TB,18,359.0,8291,https://ssd.userbenchmark.com/SpeedTest/847932/Sabrent-ROCKET-40-2TB,Sabrent Rocket 4 NVMe PCIe M.2 2TB,219.99
SSD,MZ-V9E2T0B,Samsung,990 Evo NVMe PCIe M.2 2TB,19,342.0,163,https://ssd.userbenchmark.com/SpeedTest/2282283/Samsung-SSD-990-EVO-2TB,Samsung 990 Evo NVMe PCIe M.2 2TB,37.99
SSD,MZ-V8P500B,Samsung,980 Pro NVMe PCIe M.2 500GB,20,341.0,58572,https://ssd.userbenchmark.com/SpeedTest/1307906/Samsung-SSD-980-PRO-500GB,Samsung 980 Pro NVMe PCIe M.2 500GB,88.99
SSD,CSSD-F2000GBMP600,Corsair,Force MP600 NVMe PCIe M.2 2TB,21,340.0,10240,https://ssd.userbenchmark.com/SpeedTest/841469/Force-MP600,Corsair Force MP600 NVMe PCIe M.2 2TB,108.99
SSD,GP-ASM2NE6100TTTD,Gigabyte,Aorus NVMe PCIe M.2 1TB,22,339.0,15656,https://ssd.userbenchmark.com/SpeedTest/842989/GIGABYTE-GP-ASM2NE6100TTTD,Gigabyte Aorus NVMe PCIe M.2 1TB,76.49
SSD,MZ-V7S2T0BW,Samsung,970 Evo Plus NVMe PCIe M.2 2TB,23,336.0,200600,https://ssd.userbenchmark.com/SpeedTest/798635/Samsung-SSD-970-EVO-Plus-2TB,Samsung 970 Evo Plus NVMe PCIe M.2 2TB,103.70
SSD,MZ-V7S2T0B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 2TB,23,336.0,200600,https://ssd.userbenchmark.com/SpeedTest/798635/Samsung-SSD-970-EVO-Plus-2TB,Samsung 970 Evo Plus NVMe PCIe M.2 2TB,103.70
SSD,CT500P5PSSD8,Crucial,P5 Plus NVMe PCIe M.2 500GB,24,328.0,8064,https://ssd.userbenchmark.com/SpeedTest/1633274/CT500P5PSSD8,Crucial P5 Plus NVMe PCIe M.2 500GB,72.99
SSD,MZ-V7P1T0BW,Samsung,970 Pro NVMe PCIe M.2 1TB,25,327.0,38669,https://ssd.userbenchmark.com/SpeedTest/497261/Samsung-SSD-970-PRO-1TB,Samsung 970 Pro NVMe PCIe M.2 1TB,76.49
SSD,SSDPEKNU020TZX1,Intel,670p NVMe PCIe M.2 2TB,26,327.0,3198,https://ssd.userbenchmark.com/SpeedTest/1393067/INTEL-SSDPEKNU020TZ,Intel 670p NVMe PCIe M.2 2TB,150.00
SSD,MZ-V7P512BW,Samsung,970 Pro NVMe PCIe M.2 512GB,27,322.0,93447,https://ssd.userbenchmark.com/SpeedTest/498971/Samsung-SSD-970-PRO-512GB,Samsung 970 Pro NVMe PCIe M.2 512GB,72.95
SSD,MZ-V9E1T0B,Samsung,990 Evo NVMe PCIe M.2 1TB,28,319.0,268,https://ssd.userbenchmark.com/SpeedTest/2283133/Samsung-SSD-990-EVO-1TB,Samsung 990 Evo NVMe PCIe M.2 1TB,76.49
SSD,SB-ROCKET-NVMe4-1TB,Sabrent,Rocket 4 NVMe PCIe M.2 1TB,29,317.0,46203,https://ssd.userbenchmark.com/SpeedTest/844208/Sabrent-ROCKET-40-1TB,Sabrent Rocket 4 NVMe PCIe M.2 1TB,119.99
SSD,CSSD-F1000GBMP600,Corsair,Force MP600 NVMe PCIe M.2 1TB,30,314.0,35257,https://ssd.userbenchmark.com/SpeedTest/843047/Force-MP600,Corsair Force MP600 NVMe PCIe M.2 1TB,108.99
SSD,MZ-V7S1T0BW,Samsung,970 Evo Plus NVMe PCIe M.2 1TB,31,310.0,455997,https://ssd.userbenchmark.com/SpeedTest/693540/Samsung-SSD-970-EVO-Plus-1TB,Samsung 970 Evo Plus NVMe PCIe M.2 1TB,72.99
SSD,MZ-V7S1T0B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 1TB,31,310.0,455997,https://ssd.userbenchmark.com/SpeedTest/693540/Samsung-SSD-970-EVO-Plus-1TB,Samsung 970 Evo Plus NVMe PCIe M.2 1TB,103.70
SSD,WDS250G3X0E,WD,Black SN770 NVMe PCIe M.2 250GB,32,303.0,952,https://ssd.userbenchmark.com/SpeedTest/1801563/WD-BLACK-SN770-250GB,WD Black SN770 NVMe PCIe M.2 250GB,50.95
SSD,5MS24AA#ABC,HP,EX950 NVMe PCIe M.2 2TB,33,300.0,2580,https://ssd.userbenchmark.com/SpeedTest/710813/HP-SSD-EX950-2TB,HP EX950 NVMe PCIe M.2 2TB,113.98
SSD,MZ-V7E1T0BW,Samsung,970 Evo NVMe PCIe M.2 1TB,34,297.0,331647,https://ssd.userbenchmark.com/SpeedTest/494791/Samsung-SSD-970-EVO-1TB,Samsung 970 Evo NVMe PCIe M.2 1TB,72.99
SSD,MZ-V7E2T0BW,Samsung,970 Evo NVMe PCIe M.2 2TB,35,290.0,10709,https://ssd.userbenchmark.com/SpeedTest/501128/Samsung-SSD-970-EVO-2TB,Samsung 970 Evo NVMe PCIe M.2 2TB,124.99
SSD,CT1000P5SSD8,Crucial,P5 3D NVMe PCIe M.2 1TB,36,287.0,24278,https://ssd.userbenchmark.com/SpeedTest/1217319/CT1000P5SSD8,Crucial P5 3D NVMe PCIe M.2 1TB,99.99
SSD,5MS23AA#ABC,HP,EX950 NVMe PCIe M.2 1TB,37,284.0,5166,https://ssd.userbenchmark.com/SpeedTest/706053/HP-SSD-EX950-1TB,HP EX950 NVMe PCIe M.2 1TB,113.98
SSD,CT2000P5SSD8,Crucial,P5 3D NVMe PCIe M.2 2TB,38,283.0,4222,https://ssd.userbenchmark.com/SpeedTest/1232397/CT2000P5SSD8,Crucial P5 3D NVMe PCIe M.2 2TB,99.99
SSD,MZ-V6P1T0BW,Samsung,960 Pro NVMe PCIe M.2 1TB,39,279.0,18356,https://ssd.userbenchmark.com/SpeedTest/200815/Samsung-SSD-960-PRO-1TB,Samsung 960 Pro NVMe PCIe M.2 1TB,76.49
SSD,MZ-V8P250BW,Samsung,980 Pro NVMe PCIe M.2 250GB,40,279.0,7232,https://ssd.userbenchmark.com/SpeedTest/1311638/Samsung-SSD-980-PRO-250GB,Samsung 980 Pro NVMe PCIe M.2 250GB,132.99
SSD,ASX8200PNP-1TT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 1TB,41,279.0,85928,https://ssd.userbenchmark.com/SpeedTest/638791/ADATA-SX8200PNP,Adata XPG SX8200 Pro NVMe PCIe M.2 1TB,46.99
SSD,WDS100T3X0C,WD,Black SN750 NVMe PCIe M.2 1TB (2019),42,277.0,114373,https://ssd.userbenchmark.com/SpeedTest/703216/WDS100T3X0C-00SJG0,WD Black SN750 NVMe PCIe M.2 1TB (2019),72.99
SSD,SDSSDXPM2-1T00-G25,SanDisk,Extreme Pro NVMe PCIe M.2 1TB (2018),43,276.0,3261,https://ssd.userbenchmark.com/SpeedTest/493695/SanDisk-Extreme-Pro-1TB,SanDisk Extreme Pro NVMe PCIe M.2 1TB (2018),25.99
SSD,MZ-V7S500BW,Samsung,970 Evo Plus NVMe PCIe M.2 500GB,44,276.0,367854,https://ssd.userbenchmark.com/SpeedTest/700020/Samsung-SSD-970-EVO-Plus-500GB,Samsung 970 Evo Plus NVMe PCIe M.2 500GB,103.70
SSD,MZ-V7S500B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 500GB,44,276.0,367854,https://ssd.userbenchmark.com/SpeedTest/700020/Samsung-SSD-970-EVO-Plus-500GB,Samsung 970 Evo Plus NVMe PCIe M.2 500GB,72.99
SSD,SSDPEK1W120GA01,Intel,800p NVMe PCIe M.2 118GB,45,275.0,124,https://ssd.userbenchmark.com/SpeedTest/489136/NVMe-INTEL-SSDPEK1W12,Intel 800p NVMe PCIe M.2 118GB,64.80
SSD,SB-ROCKET-NVMe4-500,Sabrent,Rocket 4 NVMe PCIe M.2 500GB,46,274.0,9893,https://ssd.userbenchmark.com/SpeedTest/905105/Sabrent-Rocket-40-500GB,Sabrent Rocket 4 NVMe PCIe M.2 500GB,119.99
SSD,MZ-V7E500BW,Samsung,970 Evo NVMe PCIe M.2 500GB,47,273.0,381216,https://ssd.userbenchmark.com/SpeedTest/493995/Samsung-SSD-970-EVO-500GB,Samsung 970 Evo NVMe PCIe M.2 500GB,103.70
SSD,ASX8200PNP-2TT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 2TB,48,271.0,495,https://ssd.userbenchmark.com/SpeedTest/892867/NVMe-ADATA-SX8200PNP,Adata XPG SX8200 Pro NVMe PCIe M.2 2TB,46.99
SSD,MZ-V6P2T0BW,Samsung,960 Pro NVMe PCIe M.2 2TB,49,271.0,3492,https://ssd.userbenchmark.com/SpeedTest/215493/Samsung-SSD-960-PRO-2TB,Samsung 960 Pro NVMe PCIe M.2 2TB,121.54
SSD,2YY47AA#ABC,HP,EX920 NVMe PCIe M.2 1TB,50,267.0,16263,https://ssd.userbenchmark.com/SpeedTest/488611/HP-SSD-EX920-1TB,HP EX920 NVMe PCIe M.2 1TB,111.99
SSD,MZ-V6P512BW,Samsung,960 Pro NVMe PCIe M.2 512GB,51,266.0,63520,https://ssd.userbenchmark.com/SpeedTest/182182/Samsung-SSD-960-PRO-512GB,Samsung 960 Pro NVMe PCIe M.2 512GB,179.99
SSD,WDS200T3X0C,WD,Black SN750 NVMe PCIe M.2 2TB (2019),52,263.0,4259,https://ssd.userbenchmark.com/SpeedTest/764887/WDS200T3X0C-00SJG0,WD Black SN750 NVMe PCIe M.2 2TB (2019),189.98
SSD,SSDPEK1W060GA01,Intel,800p NVMe PCIe M.2 58GB,53,263.0,52,https://ssd.userbenchmark.com/SpeedTest/483445/NVMe-INTEL-SSDPEK1W06,Intel 800p NVMe PCIe M.2 58GB,25.99
SSD,WDS100T2X0C,WD,Black NVMe PCIe M.2 1TB (2018),54,262.0,6712,https://ssd.userbenchmark.com/SpeedTest/486281/WDS100T2X0C-00L350,WD Black NVMe PCIe M.2 1TB (2018),107.34
SSD,ZP2000GM300,Seagate,FireCuda 510 NVMe PCIe M.2 2TB,55,259.0,1901,https://ssd.userbenchmark.com/SpeedTest/827002/Seagate-FireCuda-510-SSD-ZP2000GM30001,Seagate FireCuda 510 NVMe PCIe M.2 2TB,115.00
SSD,CT500P5SSD8,Crucial,P5 3D NVMe PCIe M.2 500GB,56,256.0,17082,https://ssd.userbenchmark.com/SpeedTest/1213080/CT500P5SSD8,Crucial P5 3D NVMe PCIe M.2 500GB,72.99
SSD,5MS22AA#ABC,HP,EX950 NVMe PCIe M.2 512GB,57,255.0,2245,https://ssd.userbenchmark.com/SpeedTest/705098/HP-SSD-EX950-512GB,HP EX950 NVMe PCIe M.2 512GB,113.98
SSD,SSDPEKNU010TZX1,Intel,670p NVMe PCIe M.2 1TB,58,251.0,14932,https://ssd.userbenchmark.com/SpeedTest/1493432/INTEL-SSDPEKNU010TZ,Intel 670p NVMe PCIe M.2 1TB,107.34
SSD,MZ-V8V1T0B,Samsung,980 NVMe PCIe M.2 1TB,59,251.0,262559,https://ssd.userbenchmark.com/SpeedTest/1488476/Samsung-SSD-980-1TB,Samsung 980 NVMe PCIe M.2 1TB,76.49
SSD,WDS100T1B0E,WD,Black SN750 SE NVMe PCIe M.2 1TB,60,247.0,17877,https://ssd.userbenchmark.com/SpeedTest/1625969/WD-BLACK-SN750-SE-1TB,WD Black SN750 SE NVMe PCIe M.2 1TB,107.34
SSD,SB-ROCKET-4TB,Sabrent,Rocket NVMe PCIe M.2 4TB,61,247.0,463,https://ssd.userbenchmark.com/SpeedTest/953820/Sabrent,Sabrent Rocket NVMe PCIe M.2 4TB,29.99
SSD,SDSSDXPM2-500G-G25,SanDisk,Extreme Pro NVMe PCIe M.2 500GB (2018),62,244.0,4979,https://ssd.userbenchmark.com/SpeedTest/513270/SanDisk-Extreme-Pro-500GB,SanDisk Extreme Pro NVMe PCIe M.2 500GB (2018),56.99
SSD,ASX8200NP-960GT-C,Adata,XPG SX8200 NVMe PCIe M.2 960GB,63,244.0,3141,https://ssd.userbenchmark.com/SpeedTest/504709/ADATA-SX8200NP,Adata XPG SX8200 NVMe PCIe M.2 960GB,46.99
SSD,WDS500G3X0C,WD,Black SN750 NVMe PCIe M.2 500GB (2019),64,244.0,109999,https://ssd.userbenchmark.com/SpeedTest/701228/WDS500G3X0C-00SJG0,WD Black SN750 NVMe PCIe M.2 500GB (2019),66.70
SSD,ASX8200PNP-512GT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 512GB,65,242.0,74184,https://ssd.userbenchmark.com/SpeedTest/634807/ADATA-SX8200PNP,Adata XPG SX8200 Pro NVMe PCIe M.2 512GB,46.99
SSD,MZ-V6E1T0BW,Samsung,960 Evo NVMe PCIe M.2 1TB,66,241.0,38097,https://ssd.userbenchmark.com/SpeedTest/211052/Samsung-SSD-960-EVO-1TB,Samsung 960 Evo NVMe PCIe M.2 1TB,76.49
SSD,MZVLB1T0HALR,Samsung,PM981 NVMe PCIe M.2 1TB,67,239.0,34988,https://ssd.userbenchmark.com/SpeedTest/413203/PM981-NVMe-Samsung-1024GB,Samsung PM981 NVMe PCIe M.2 1TB,64.99
SSD,MZVKW512HMJP-00000,Samsung,SM961 NVMe PCIe M.2 512GB,68,238.0,21542,https://ssd.userbenchmark.com/SpeedTest/147864/NVMe-SAMSUNG-MZVKW512,Samsung SM961 NVMe PCIe M.2 512GB,67.89
SSD,CSSD-F1920GBMP510,Corsair,Force NVMe PCIe M.2 2TB,69,236.0,3931,https://ssd.userbenchmark.com/SpeedTest/633975/Force-MP510,Corsair Force NVMe PCIe M.2 2TB,121.54
SSD,MZ-V7E250BW,Samsung,970 Evo NVMe PCIe M.2 250GB,70,235.0,154949,https://ssd.userbenchmark.com/SpeedTest/494033/Samsung-SSD-970-EVO-250GB,Samsung 970 Evo NVMe PCIe M.2 250GB,103.70
SSD,MZ-V7S250BW,Samsung,970 Evo Plus NVMe PCIe M.2 250GB,71,234.0,87206,https://ssd.userbenchmark.com/SpeedTest/711305/Samsung-SSD-970-EVO-Plus-250GB,Samsung 970 Evo Plus NVMe PCIe M.2 250GB,99.99
SSD,MZ-V7S250B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 250GB,71,234.0,87206,https://ssd.userbenchmark.com/SpeedTest/711305/Samsung-SSD-970-EVO-Plus-250GB,Samsung 970 Evo Plus NVMe PCIe M.2 250GB,99.99
SSD,WDS500G2X0C,WD,Black NVMe PCIe M.2 500GB (2018),72,233.0,23087,https://ssd.userbenchmark.com/SpeedTest/485459/WDS500G2X0C-00L350,WD Black NVMe PCIe M.2 500GB (2018),79.99
SSD,ZP1000GM300,Seagate,FireCuda 510 NVMe PCIe M.2 1TB,73,233.0,3035,https://ssd.userbenchmark.com/SpeedTest/819569/Seagate-FireCuda-510-SSD-ZP1000GM30001,Seagate FireCuda 510 NVMe PCIe M.2 1TB,115.00
SSD,SB-ROCKET-2TB,Sabrent,Rocket NVMe PCIe M.2 2TB,74,232.0,12308,https://ssd.userbenchmark.com/SpeedTest/847986/NVMe-Sabrent,Sabrent Rocket NVMe PCIe M.2 2TB,29.99
SSD,CSSD-F960GBMP510,Corsair,Force NVMe PCIe M.2 960GB,75,230.0,32020,https://ssd.userbenchmark.com/SpeedTest/609454/Force-MP510,Corsair Force NVMe PCIe M.2 960GB,77.99
SSD,2YY46AA#ABC,HP,EX920 NVMe PCIe M.2 512GB,76,229.0,8191,https://ssd.userbenchmark.com/SpeedTest/486240/HP-SSD-EX920-512GB,HP EX920 NVMe PCIe M.2 512GB,72.99
SSD,WDS100T2B0C,WD,Blue SN550 NVMe PCIe M.2 1TB,77,228.0,180890,https://ssd.userbenchmark.com/SpeedTest/994217/WDC-WDS100T2B0C-00PXH0,WD Blue SN550 NVMe PCIe M.2 1TB,64.99
SSD,SSDPEKKW512G8XT,Intel,760p Series NVMe PCIe M.2 512GB,78,228.0,10188,https://ssd.userbenchmark.com/SpeedTest/433786/INTEL-SSDPEKKW512G8,Intel 760p Series NVMe PCIe M.2 512GB,75.00
SSD,,Samsung,PM961 NVMe PCIe M.2 1TB,79,225.0,6967,https://ssd.userbenchmark.com/SpeedTest/165378/NVMe-SAMSUNG-MZVLW1T0,Samsung PM961 NVMe PCIe M.2 1TB,110.40
SSD,MZ-V8V500B,Samsung,980 NVMe PCIe M.2 500GB,80,224.0,92081,https://ssd.userbenchmark.com/SpeedTest/1488477/Samsung-SSD-980-500GB,Samsung 980 NVMe PCIe M.2 500GB,88.99
SSD,MZ-V5P512BW,Samsung,950 NVMe PCIe M.2 512GB,81,223.0,54978,https://ssd.userbenchmark.com/SpeedTest/38554/NVMe-Samsung-SSD-950,Samsung 950 NVMe PCIe M.2 512GB,46.99
SSD,MKNSSDPL500GB-D8,Mushkin,Pilot NVMe PCIe M.2 500GB,82,221.0,3554,https://ssd.userbenchmark.com/SpeedTest/517228/MKNSSDPL500GB-D8,Mushkin Pilot NVMe PCIe M.2 500GB,8.89
SSD,CT250P5SSD8,Crucial,P5 3D NVMe PCIe M.2 250GB,83,219.0,1098,https://ssd.userbenchmark.com/SpeedTest/1239408/CT250P5SSD8,Crucial P5 3D NVMe PCIe M.2 250GB,45.59
SSD,WDS500G1B0E,WD,Black SN750 SE NVMe PCIe M.2 500GB,84,219.0,12376,https://ssd.userbenchmark.com/SpeedTest/1628435/WD-BLACK-SN750-SE-500GB,WD Black SN750 SE NVMe PCIe M.2 500GB,66.70
SSD,SB-ROCKET-1TB,Sabrent,Rocket NVMe PCIe M.2 1TB,85,219.0,1116,https://ssd.userbenchmark.com/SpeedTest/764240/NVMe-Sabrent,Sabrent Rocket NVMe PCIe M.2 1TB,99.99
SSD,SSDPEKNW020T8X1,Intel,660p NVMe PCIe M.2 2TB,86,217.0,33949,https://ssd.userbenchmark.com/SpeedTest/610546/INTEL-SSDPEKNW020T8,Intel 660p NVMe PCIe M.2 2TB,189.98
SSD,MZVLB512HAJQ,Samsung,PM981 NVMe PCIe M.2 512GB,87,217.0,80540,https://ssd.userbenchmark.com/SpeedTest/401452/SAMSUNG-MZVLB512HAJQ-000L2,Samsung PM981 NVMe PCIe M.2 512GB,54.99
SSD,CT2000P2SSD8,Crucial,P2 3D NVMe PCIe M.2 2TB,88,217.0,7464,https://ssd.userbenchmark.com/SpeedTest/1332635/CT2000P2SSD8,Crucial P2 3D NVMe PCIe M.2 2TB,25.99
